,2019q2,2018q4,2019q3,2019q4
RepaymentsOfLongTermCapitalLeaseObligations,144345.0,101000.0,4754.0,4754.0
ChangeInUnrealizedGainLossOnSecuritiesAvailableForSale,33000.0,-2000.0,-168000.0,115000.0
IssuanceOfAccruedRestrictedStockUnits,207000.0,-915000.0,0.0,0.0
BusinessCombinationConsiderationTransferred1,9950000.0,,,
AmortizationOfLeasedAsset,22000.0,1360753.0,15000.0,19000.0
DueToRelatedPartyConvertedIntoNotePayableRelatedParty,0.0,,,
CommonStockIssuedUponConversionOfnotePayableAndAccruedInterest,0.0,,,
PaymentsToMinorityShareholders,488897.0,2000.0,,0.0
WarrantsIssuedForDebt,0.0,0.0,0.0,0.0
FairValueOfCommonSharesIssuedForFindersFee,26000.0,,,
DeemedDividendsOnWarrantIssuances,1335872.0,,,1335872.0
InitialPublicOfferingCostsIncurredButUnpaid,0.0,,,
PurchasesOfPropertyAndEquipmentFundedByMortgageAgreements,0.0,,450000.0,0.0
LineOfCreditFacilityPayments,2424000.0,,,
CashPaidUnderRouOperatingLeaseObligations,2080000.0,,,
StockReceivedForPriorPeriodServicesAdjustedForOtherAccountsReceivableWriteDownPriorToReceipt,0.0,,,
StockIssued1,35000.0,684000.0,0.0,0.0
NotesReduction,0.0,0.0,0.0,
RepaymentsOfNotesPayable,295491.0,428042.0,4783.0,24000.0
ProceedsFromIssuanceOfCommonStock,299640.0,104128.0,0.0,-64050.0
SupplementalNotesReduction,1500000.0,1500000.0,1500000.0,
AccountsPayableConvertedIntoCommonStock,0.0,0.0,,
ConversionOfStockAmountConverted,0.0,,,
IncomeTaxesPaidNet,800.0,0.0,2000.0,0.0
ReclassificationOfWarrantLiabilityToEquity,1542000.0,0.0,,
StockReceivedForPriorPeriodServices,1352000.0,,,
CapitalLeaseObligationsIncurredToAcquirePropertyAndEquipment,0.0,,,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,139000.0,164000.0,142857.0,-52315.0
RepaymentOfMortgageFromProceedsFromSaleOfLandAndBuilding,2628000.0,,,
EmbeddedDerivativeLiabilitySecuredCreditFacility,0.0,,,
TransferOfOtherRealEstate,62000.0,249900.0,97000.0,97000.0
AccruedOfferingCosts,122000.0,,,
IncreaseInIntangibleAssetsForSubscriptionPayable,0.0,,,1866029.0
CashAndCashEquivalents,489109.0,5772.0,494443.0,62484000000.0
FairValueAllocatedToCommonSharesIssuedOnExerciseOfShareAppreciationRights,0.0,,,
StockIssuedForCommitmentFeeOnIssuanceOfNotePayable,21200.0,,,
RepaymentsOfBankDebt,-720000.0,6587.0,13901000.0,3748.0
RestrictedStockGrantedForPrepaidCompensation,353000.0,,,
PreviousBorrowingsRefinancedThroughCreditFacility,6500000.0,,,
AdvancesPayableConvertedToConvertiblePromissoryNotes,310000.0,,,
ConversionOfNotesAndInterestIntoCommonStock,518125.0,217628.0,,
PaymentsOfContingentAcquisitionDebt,-462000.0,,,
FairValueOfStockIssuedForPropertyAndEquipmentLand,0.0,,1200000.0,0.0
AccruedCapitalizedSoftwareCosts,0.0,,,
CashCashEquivalentsAndFederalFundsSold,67934815.0,40397675.0,29535477.0,42653501.0
AccruedInterestRepaidDuringNoncashOrPartNoncashTransaction,0.0,1086608.0,0.0,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature1,348096.0,0.0,348096.0,348096.0
AccountsPayableConvertedToConvertiblePromissoryNotes,120000.0,0.0,0.0,0.0
PremiumFinanceLoanPayableRecordedAsPrepaid,104249.0,18885.0,,
NonCashOrPartNonCashAcquisitionNonCashFinancialOrEquityInstrumentConsiderationValueOfSharesIssued,4845200.0,4845200.0,0.0,0.0
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,255.0,0.0,0.0,18000.0
RestrictedInvestmentsAtFairValue,1705000.0,1685000.0,1695000.0,1674000.0
FairValueAllocatedToCommonSharesIssuedOnExerciseOfStockOptions,0.0,,,
IdentifiableAssetsExcludingCashCashEquivalentsAndRestrictedCash,151902000.0,,,
ProceedsFromBankDebt,7470000.0,37515.0,9958000.0,38203000.0
IssuanceOfCommonStockWarrantsInConnectionWithSecuredCreditFacility,1521451.0,,1521451.0,
PaymentsOfDividends,256000.0,2363993.0,125000.0,765000.0
ConversionOfRelatedPartyPayablesIntoPreferredStock,0.0,,,
InitialDerivativeLiabilityOnConvertibleNotes,0.0,,,282000.0
FairValueOfStockIssuedForPurchaseOfIntangiblesTradename,750000.0,,0.0,0.0
PaymentsOfDebtIssuanceCostsFromProceedsOfBorrowings,210000.0,,,
FairValueAllocatedToCommonSharesIssuedOnExerciseOfFindersFeeWarrants,2000.0,,,
DerivativeLiability,1252350.0,1760160.0,,
PaymentsOfDividendsPreferredStockAndPreferenceStock,4667.0,344724.0,0.0,0.0
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtsWithConversionFeature,745223.0,,,
FairOfStockIssuedForNoteReceivableNetOfDebtSettlement,0.0,,0.0,2309000.0
ReclassificationOfDerivativeLiability,410324.0,13370.0,410324.0,410324.0
GoodwillBusiness,10284000.0,,,
IncreaseDecreaseInPayablesForCapitalExpenditures,0.0,,,
LiabilitiesAssumed1,568468.0,,,750.0
IssuanceOfCommonStockWarrantInConnectionWithConvertibleNotesPayable,0.0,,,
AdjustmentToGoodwillForUnrecordedLiabilityAssumedInAcquisition,197500.0,,,
DebtInstrumentConvertibleBeneficialConversionFeature,0.0,0.0,118500.0,1673811.0
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedDebt,844562.0,620748.0,,
ProceedsFromLongTermLinesOfCredit,6350000.0,1495000.0,0.0,0.0
IncreaseDecreaseInPayablesForDebtDiscountAndIssuanceCosts,0.0,,,
SeriesH4OfferingCostPaidInH4SharesAndWarrants,0.0,,0.0,0.0
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,30665.0,34975.0,699980.0,314685.0
DividendsDeclaredButNotPaid,0.0,,39000.0,89000.0
ConversionOfDerivativeLiability,1757920.0,73432.0,,
LessLiabilitiesAssumed,-109388000.0,,,
NetCashProvidedByUsedInFinancingActivities,-1324400.0,798012.0,4907000.0,-76364.0
UnrealizedGainLossOnSecurities,-53036.0,70643.0,52630.0,-14235.0
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,762952.0,580238.0,30500.0,50000.0
ConversionOfConvertiblePromissoryNotes,0.0,,,
DebtConversionOriginalDebtAmount1,237590.0,0.0,,
NetAssetsAcquired,35982000.0,,,
FairValueOfFindersFeeWarrantsFromIssuanceOfFindersFeeWarrants,10000.0,,,
ConversionOfStockAmountConverted1,0.0,50000.0,220000.0,1028.0
AcquisitionOfNetAssetsInExchangeForContingentAcquisitionDebtSeeNote4ForNoncashActivity,1877000.0,5920000.0,1877000.0,0.0
IncreaseDecreaseInOperatingLeaseRightOfUseAssetAndOperatingLeaseLiabilities,0.0,,,0.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,10737.0,,1181000.0,0.0
CommonStockIssuedForAcquisition,429092.0,,,
MtmOnAfsSecurities,0.0,75660.0,,
EffectOfExchangeRateOnCashAndCashEquivalents,8286.0,-367000.0,-62000.0,-17199.0
NotesPayableIssuedForAcquisition,380000.0,,,
DebtConversionConvertedInstrumentAmount1,22308.0,128671.0,65094.0,5075000.0
ConversionOfShortTermNotesPayable,266667.0,,724168.0,
RelatedPartyAccountsConvertedToNotes,1184066.0,1184066.0,0.0,1184066.0
IssuanceOfCommonStockInBusinessCombinations,-10970000.0,,,
FairValueOfWarrantsIssuedInConnectionWithSeriesBPreferredStockOffering,0.0,,,
ConsiderationForNettraderAcquisitionToBeSettled,2590000.0,,,
ConversionOfNotesPayableAndAccruedInterestToCommonStock,0.0,,,
CommonStockIssuedWithNotesPayable,0.0,0.0,,
Cash,774322.0,0.0,440316.0,232399.0
LiabilityForContingentConsideration,-13134000.0,,,
AcquisitionOfPatents,520000.0,0.0,0.0,520000.0
ReclassificationsOfWarrantLiabilityToEquity,0.0,,0.0,0.0
ConversionOf2017NotesToCommonStock,0.0,,0.0,7254000.0
AccountsReceivableChargedAgainstNotesPayable,19525.0,,,
CommonStockIssuedForPrepaidExpenses,49290.0,118250.0,,
StockIssuedDuringPeriodValueLeaseAcquisition,847000.0,,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,-255855000.0,0.0,0.0,-32000.0
StockIssuedDuringPeriodAcquisitions,0.0,,,
DividendsCommonStock,1068375.0,194980.0,1843120.0,2827276.0
DeemedDividendsOnWarrantIssuancesAndModification,0.0,,,
ExpirationOfStockOptions,26000.0,,,
IssuanceOfCommonStockForPrepaidConsultingServices,0.0,,,
PenaltyOnNotesPayable,0.0,75000.0,75000.0,0.0
AssetsReceivedFromAcquisition,0.0,,,
ConvertibleNotesPayableIssuedForPrepaidExpenses,120000.0,0.0,,
DecreaseIncreaseDividendsPayable,-160.0,-77593.0,-105077.0,-16963.0
IssuanceOfCommonStockInConnectionWithDeferredFinancingFee,0.0,,,
ExpirationOfFindersFeeWarrants,0.0,,,
CashPaidNetOfCashCashEquivalentsAndRestrictedCashAcquired,28694000.0,,,
PreferredStockIssuedInExchangeForExtinguishmentOfDebt,0.0,,,
CancellationOfCommonSharesAsPartOfSettlementOfDebt,14838.0,0.0,,
LiabilitiesAssumedFromAcquisition,0.0,,,
IncomeTaxesPaidClassifiedAsOperatingActivities,0.0,844.0,,-35.0
AccountsPayablePaidWithCreditFacility,4895128.0,,,
StockIssuedDuringPeriodValueDividendReinvestmentPlan,313026.0,712899.0,589515.0,829297.0
GainsLossesOnExtinguishmentOfDebt,332000.0,,-2502799.0,325000.0
InterestReceivedClassifiedAsOperatingActivities,12926.0,7718.0,16419.0,67133.0
PaymentsOfDividendsCommonStock,2184000.0,3395000.0,256000.0,2683000.0
RepaymentOfFinanceFeeThroughDebtProceeds,104871.0,,,
OriginalIssueDiscount,-167850.0,111735.0,,
ExchangeOf6900000SharesOfCommonStockFor6900SharesOfSeriesCPreferredStock,0.0,,,
InterestPaidClassifiedAsOperatingActivities,0.0,,,
IssuanceOfCommonStockForConversionOfPrincipalUnderSeriesBNotesPayable,0.0,,,
CommonStockIssuedFromStockToBeIssued,0.0,,,
AssetsReceivedFromAcquisitionOfAsylInvest,0.0,,,
RestrictedCash,3929410.0,0.0,0.0,0.0
PurchasesOfPropertyAndEquipmentFundedByCapitalLeasesAndAccountsPayableAgreements,1880000.0,1113000.0,,
SharesOfSeriesBPreferredStock,0.0,,,
LiabilitiesAssumedFromAsylInvest,0.0,,,
AssignmentOfDebt,11238.0,0.0,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,8575000.0,920000.0,1354000.0,5779000.0
AssetsReceivedFromAcquisitionOfNettrader,0.0,,,
ConversionOfAccruedInterestIntoCommonStock,217628.0,217628.0,,
AcquisitionOfNetAssetsInExchangeForContingentAcquisitionDebtSeeNote4,523000.0,,,
SharesOfSeriesCPreferredStock,0.0,,,
StockIssuedDuringPeriodValueIssuedForServices,3060.0,43540.0,854020.0,162121.0
CashAndCashEquivalentsPeriodIncreaseDecrease,-1281861.0,-93345.0,358000.0,831226.0
LiabilitiesAssumedFromNettrader,0.0,,,
RestricedStockGrantedForPrepaidCompensationNetOfForfeitures,353000.0,,,
PreferredStockConvertibleBeneficialConversionFeature,0.0,,,
DebtIssuanceCostsPaidFromProceedsOfBorrowings,170000.0,,,
CashAndCashEquivalentsAtCarryingValue,8031534.0,32968.0,11591548.0,15807000.0
IssuanceOfCommonStockForDebtDiscount,0.0,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,196000.0,0.0,80000.0,548539.0
OperatingRightOfUseAssetsObtainedInExchangeForOperatingLeaseObligations,4274000.0,,,
FairValueOfStockIssuedInConnectionWith2014Note,1689000.0,,,
IncomeTaxesPaid,0.0,-1000.0,0.0,178000.0
FairValueOfWarrantsIssuedInConnectionWithFinancingRecordedAsDerivative,4000000.0,,,
FairValueOfWarrantsIssuedWithConvertibleDebt,18000.0,,,
InterestPaidNet,870.0,32432.0,3000.0,20598.0
FairValueOfWarrantsIssuedInConnectionWith2014Note,1486000.0,,,
ConversionOfFactoringAgreementToLineOfCredit,2847000.0,,,
ConversionOfNotesToCommonStock,0.0,,,
GainLossOnDeemedSaleOfBusiness,24000.0,,,
Dividends,62050.0,810000.0,3512021.0,
WarrantModification,284000.0,,428748.0,0.0
ReleaseOfWarrantLiabilityUponWarrantExercises,0.0,,,
NetInvestmentIncome,,128000.0,,
ReceiptsFromSalesOfGoodsAndRenderingOfServices,,0.0,,
PaymentsToSuppliersForGoodsAndServices,,191255.0,,-983190.0
IssuanceOfCommonStockWarrantsAndOptionsForServices,,1953317.0,,
AccruedRelatedPartyInterest,,0.0,,
AmortizationOfPrepaidRent,,0.0,,
ProvisionRecoveryForInventoryObsolescence,,-200000.0,,
GainLossOnTaxSettlement,,443110.0,,
ChangeInFairValueOfDerivativeLiability,,120654.0,,
Depletion,,-29354.0,,
GainOnSettlementOfAccountsPayable,,0.0,,
ShareBasedCompensationExpenseCommonStock,,100589.0,,
GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,0.0,10404.0,75060.0
NoncashLicensingExpense,,4000000.0,100000.0,4000000.0
StockIssuedDuringPeriodSharesOther,,40000000.0,,0.0
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,,2426600.0,,
SharesIssuedOnConsultingAgreementNote8,,0.0,,0.0
DebtSettlementExpense,,0.0,,
GainLossOnDerivativeInstrumentsNet,,424449.0,,
AmortizationOfMiningRights,,-181385.0,,
SettlementOfObligations,,0.0,,
AdjustmentShareBasedCompensation,,3447415.0,,1413919.0
ChangeInFairValueOfEmbeddedConversionOptions,,812017.0,,
ShareBasedCompensationExpenseWarrantsAndOptions,,23976.0,,
OtherGainsLosses,,0.0,,
EquipmentAcquisitionFees,,4000.0,,
GainLossOnForgivenessOfDebt,,0.0,,
SharebasedPaymentsForInterest,,80716.0,0.0,80716.0
ReductionInAccruedExpenseFromExpirationOfStatuteOfLimitations,,0.0,,
InterestAndDebtExpense,,530000.0,,
OtherOperatingIncome,,28487.0,,
ShareBasedGoodsAndNonemployeeServicesTransactionStockholdersEquity,,75000.0,,
OtherExpenses,,1250772.0,,
GainLossOnWarrantLiabilitiesNetPretax,,-33000.0,0.0,0.0
CancelationOfDebt,,0.0,,
ShareBasedCompensationExpenseCommonStockIssuedForCharitableContribution,,0.0,,
LossOnSettlementOfDebt,,728328.0,,
ShareBasedCompensationExpenseWarrants,,246868.0,,
FairValueAdjustmentOfWarrants1,,,,
ShareOfProfitLossOfJointVenturesAccountedForUsingEquityMethod,,0.0,,
ModificationOfWarrants,,0.0,,
ValueOfPromissoryNoteIssuedForConsultingServices,,0.0,,
GainLossOnDispositionOfIntangibleAssets,,2374700.0,,
GainOnCancelationOfDebt,,0.0,,
AmortizationOfOtherFinancingCosts,,3748000.0,,
ShareBasedCompensationExpenseCommonStockIssuedForServicesAndRent,,0.0,,
WarrantBasedCompensation,,0.0,,
GainLossOnWarrantLiability,,-30000.0,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,5467000.0,,
WarrantsIssuedInLieuOfCashAsCompensationForServices,,-9000.0,,
NoteAllonge,,0.0,,
EstimatedFairValueOfWarrantsIssuedInConnectionWithDebt,,0.0,,
AdjustmentsForDepreciationAndAmortisationExpense,,12770.0,,7839000000.0
RedemptionPremium,,0.0,,
FairValueOfCommonStockIssuedForProductLicenseAndOption,,2250000.0,,2250000.0
LossOnAbandonment,,,,
ReceiptOfPreviouslyImpairedReceivable,,123917.0,,
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNet,,0.0,,2439996.0
LossOnConversionOfDebt,,,,
WriteDownOfReceivables,,0.0,,5239.0
NoncashMergerRelatedCosts,,50000.0,0.0,2378000.0
FairValueOfWarrantsGrantedForServices,,25100.0,10300.0,
GainOnBargainPurchase,,0.0,,
ModificationOfNotesDueToEmployees,,0.0,,
StockIssuanceRelatedToDebtFinancing,,106000.0,,
ProceedsFromDivestitureOfBusinesses,,-21503000.0,,
RetentionReleased,,0.0,,0.0
NetGainOnInterestInRealEstateRights,,0.0,,
IncreaseDecreaseOfRestrictedInvestments,,0.0,,
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,,,,
CommonStockIssuedToExtendMaturityDatesOnDebt,,16897.0,,
PayableAssociatedWithRetentionReleased,,0.0,,0.0
AmortizationOfSharesIssuedForPrepaidConsultingServices,,0.0,,
GainsLossesOnSettlementAssetRetirementObligation,,-23123.0,,
IncreaseDecreaseInDeferredCompensation,,0.0,,0.0
GainLossOnPrepaidResearchAndDevelopment,,0.0,0.0,-471157.0
IssuanceOfWarrantsForServicesOrClaims,,737457.0,,
IssuableStockAndWarrantsForServicesOrClaims,,9754303.0,,
RealizedGainLossOnCryptocurrency,,-6278.0,,
GainLossOnMonitoringEquipmentIncludedOnCostOfSales,,390098.0,,
ImpairmentOfInventories,,262343.0,,0.0
GainsLossesOnLitigationSettlements,,4040886.0,,
AdjustmentsForPrepaidExpense,,-2620.0,,-102235.0
SeveranceEscrow1,,100293.0,,
GainFromSaleOfTrademark,,50000.0,,
ExpensesAllocatedToProfitSharingAgreement,,0.0,,
AmountsReleasedPlacedOnDepositForLegalDispute,,0.0,,
IncreaseDecreaseInMaturityEscrowHeldByThirdParty,,-1826334.0,,
UnrealizedGainLossOnCryptocurrency,,95926.0,,
StockIssuedForPaymentOfExpenses,,-14400.0,,
IncreaseDecreaseInContractLiability,,398802.0,,
PartnersCapitalAccountDistributions,,0.0,,
ImpairmentOfLongLivedAssetsHeldForUse,,1968000.0,2235000.0,176968.0
IncreaseDecreaseInOperatingAssets,,-1978.0,,
DerivativeExpense,,1043090.0,3609322.0,6565485.0
GainLossOnConversionOptionOfPromissoryNotePayable,,0.0,,
AdjustmentsForDueToRelatedParties,,0.0,,
IncreaseDecreaseInFixedAssets,,,,
AssetSaleRetentionDeposit,,0.0,,
ImpairmentOfAccountsReceivables,,50000.0,,
InducedConversionOfConvertibleDebtExpense,,0.0,0.0,291234.0
IncreaseDecreaseInAccountsReceivableFromSecuritization,,397842.0,,
IncreaseDecreaseContractAssets,,-21000.0,,
IncreaseDecreaseInAccruedLegalSettlement,,10000000.0,-10000000.0,10000000.0
ImpairmentOfRelatedPartyNoteReceivable,,0.0,,
StockIssuedDuringPeriodValueCharitableContribution,,17000.0,,
DerivativeCostOfHedge,,210250.0,,
LongtermLiabilities,,,,
DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalBeforeIncomeTax,,-1335.0,,
IncreaseDecreaseInPrepaidExpensesAndOtherCurrentAssets,,101000.0,,
IncreaseDecreaseInCreditorTrustFunding,,-5000000.0,,
GainLossRemeasurementOfDerivative,,138694.0,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,-332679.0,,
PaymentsForConstructionInProgress,,76427.0,68527.0,76427.0
PaymentMadeOnAccruedInterest,,0.0,,
LossOnSaleOfOtherInvestments,,42000.0,,
ProceedsFromIssuanceOfConvertibleNotes,,2500000.0,,
ProceedsFromCommonStockSubscribed,,60000.0,,
InvestmentInJointVentureInvestingActivities,,0.0,,0.0
ProceedsReceivedFromExerciseOfWarrants,,70000.0,,
IncreaseDecreaseAccruedInterestRelatedParty,,16550.0,,
AdvancesToJointVentureInvestingActivities,,-610705.0,,0.0
IncreaseDecreaseInRestructuringReserve,,-102000.0,,
PaymentsForProceedsFromLoansReceivable,,-55000.0,0.0,-55000.0
CashAcquiredFromAcquisition2,,-49773.0,,
PaymentsForProceedsFromLifeInsurancePolicies,,80087.0,,
DepletionOfOilAndGasProperties,,105438.0,,
PromissoryNoteInvestingActivities,,0.0,,-69312.0
ProceedsFromWarrantsExercised,,-28950.0,,
ProceedsFromInterestInRealEstateRights,,0.0,,
RepaymentsOfAssumedDebt,,0.0,0.0,
ProceedsFromIssuanceOfSeriesDPreferredStock,,4562500.0,,
PaymentsForConstructionInProcess,,0.0,171050.0,
IncreaseInRestrictedCash,,13984.0,,
DepositOnPropertyAcquisition1,,-100000.0,,
PaymentsForRepurchaseOfTrustPreferredSecurities,,30000.0,35000.0,30000.0
PaymentsForProceedsFromOtherDeposits,,-2095.0,,
CashPaidForOilAndGasSecurityBonds,,0.0,,0.0
IncreaseDecreaseInBookOverdrafts,,50479.0,,
GainLossOnDispositionOfAssets3,,0.0,,
AdditionsToVineyardDevelopment,,-1121992.0,,
RepaymentsOfAssumedDebtSuperGFunding,,0.0,,
ProceedsFromIssuanceOfCommonStockAndSeriesG,,0.0,,
RepaymentsOfAssumedDebtKingsway,,0.0,,
PaymentsForLoans,,0.0,,
UnderwrittenOfferingNetOfIssuanceCosts,,0.0,,
AdvancesFromShareholder,,8870.0,,
TemporaryEquityIssuePeriodIncreaseOrDecrease,,36954.0,,
PaymentsToAcquireLoansAndLeasesHeldForInvestment,,,,
RepaymentOfSecuredPromissoryNotes,,0.0,,
IncreaseDecreaseInInterestPayableRelatedPartiesNet,,3000.0,,
IncreaseDecreaseInCashEquivalentsPayable,,2494729.0,,
DeferredOfferingCostsIncludedInAccruedOfferingCosts,,48843.0,,
IncreaseDecreaseInFundsHeldForOthers,,0.0,,
PaymentsToAcquireOilAndGasEquipment,,445409.0,239951.0,445409.0
ProceedsFromIssuanceOfOtherLongTermDebt,,5909650.0,,
NetPaymentOfOfficersLoans,,310000.0,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock1,,0.0,,
PaymentsToFundLongtermLoansToRelatedParties,,0.0,,
NetProceedsFromFirstFinancialTermLoans,,4114790.0,,
IncreaseDecreaseInAccountsAndOtherReceivables1,,0.0,,
IncreaseDecreaseInDueToAffiliates,,512378.0,,694998.0
ProceedsFromIssuanceOfSeriesJPreferredStock,,0.0,,
PaymentsForRepurchaseOfOtherEquity,,74000.0,14000.0,35000.0
RepaymentsOfBorrowingsClassifiedAsFinancingActivities1,,43681.0,,0.0
AcquisitionOfFixedAssetViaCapitalLease,,0.0,,
IncreaseDecreaseInPrepaidConsultingAgreement,,-200000.0,,-200000.0
ProceedsFromSaleOfOtherInvestments,,125000.0,250000.0,4745000.0
ProceedsFromSaleOfLeaseholdAndMineralRights,,,,
PaymentsOfContingentConsideration,,0.0,,142700.0
ProceedsFromIssuanceOfCommonStockandSeriesF,,8567448.0,,
PaymentOfPrincipalFirstFinancialBank,,594434.0,,
IncreaseDecreaseInSecurityDeposits1,,0.0,,
InvestmentInHorizonEnergyPartner,,0.0,,
ProceedsFromPlantAcquisition,,0.0,,0.0
LoansAndLeasesReceivableRelatedPartiesProceeds,,460000.0,,
IssuanceOfCommonStockAndWarrantsInExchangeForExtinguishmentOfConvertibleNotesPayable,,,,
IncreaseDecreaseInPrepaidInsurance,,0.0,,
AdditionalLoanClosingCost,,0.0,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,,282631.0,-1255000.0,-360984.0
IncreaseDecreaseInPrepaidExpense1,,2921.0,,
ProceedsFromIssuanceOfSeriesH,,820571.0,,
PaymentsToAcquireIntangibleAssets1,,0.0,,
ProceedsFromLongTermCapitalLeaseObligations,,0.0,,
ProceedsFromInsuranceSettlementInvestingActivities,,0.0,85000.0,
ProceedsFromNotesPayableInterestExpense,,0.0,,
PurchaseOfFixedAssetsUnderCapitalLease,,89120.0,,
ProceedsFromInvestorDepositsHeldAsRestrictedCash,,1713210.0,,
PaymentsOnFactoringAgreementNet,,-112290.0,,
ProceedsFromIssuanceOfCommonStockandSeriesG,,3683783.0,,
PrincipalPaymentsOnNotesPayableToOxfordFinance,,833333.0,,
RepaymentsOfSecuredDebt,,21046000.0,,
ReclamationAndMineShutdownProvision,,,,
PaymentsForLegalSettlements,,470000.0,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities1,,-16990.0,,
CashPaidForWarrantRepurchase,,-1095000.0,,
PaymentsOfDebtRestructuringCosts,,0.0,,
LegalFees,,55070.0,,
GainLossOnSaleOfPreviouslyUnissuedStockBySubsidiaryOrEquityInvesteeNonoperatingIncome,,150000.0,,
PaymentOnInstallmentNote,,193103.0,,
ProceedsFromOtherRelatedPartyDebt,,0.0,,
PrincipalPaymentsOnFinancedInsurancePolicies,,-15210.0,,
IncreaseDecreaseInSecuritiesRepurchaseAgreementObligation,,-61106000.0,,
PaymentOfPenalties,,38750.0,,
ProceedsFromWarrantExerciseForCommonStock,,0.0,,
ProceedsFromIssuanceOfCommonStockInConnectionWithExerciseOfWarrants,,936423.0,,
GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,,-339576.0,,-5638.0
ProceedsFromDivestitureOfInterestInJointVenture,,311000.0,,
StockIssuedToReduceConvertibleNote,,10000.0,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStockSeriesC,,8789000.0,,
InsurancePremiumsSettledByIssuingNotePayable,,160500.0,230200.0,160500.0
PaymentsToAcquireHeldToMaturitySecurities,,34484362.0,,
ProceedsFromIssuanceOfSeriesJ,,1189417.0,,
AccruedInterestSettledWithConvertibleNotesPayable,,0.0,0.0,43633.0
PaymentsOfRelatedPartyDebt,,0.0,,
CompanyRecordedDebtDiscountAssociatedWithBeneficialConversionFeature,,78497.0,,
StockIssuedForStockSubscriptions,,0.0,,
DebtDiscountFromWarrants,,50378.0,0.0,50378.0
SharesIssuedFromStockPayable,,0.0,,
ProceedsFromIssuanceOfCommonStock2,,0.0,,
PurchaseOfVestedEmployeeStockInConnectionWithTaxWithholdingObligation,,0.0,,
CashReceivedFromNoncontrollingInterestContributions,,300000.0,,
ProceedsFromIssuanceOfCommonStock3,,0.0,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,-23000.0,,
ReclassOfDerivativeLiabilityToEquityUponConversions,,0.0,,
CreationOfDebtDiscount,,2250250.0,,
RestrictedCashUsedToPayDownDebt,,54421.0,,
DebtDiscountFromIssuanceCosts,,0.0,35912.0,
NotePayableRelatedEntityForPatentPurchase,,0.0,,
ProceedsFromIssuanceOfConvertiblePreferredStockF,,5800000.0,,
PaymentsToAcquireBrekfordNetOfCashAcquired,,0.0,,
DiscountOnConvertibleNotes,,587541.0,0.0,2490501.0
ProceedsFromIssuanceOfCommonStock4,,0.0,,
ConvertibleDebtConversionConvertedInstrumentAmount1,,0.0,,
ProceedsFromStockPlans,,0.0,244417.0,291997.0
FinanceCostsPaidClassifiedAsOperatingActivities,,107146.0,,
IssuanceOfWarrantsForAccruedBoardOfDirectorFees,,75000.0,,
AdvancesMadeInConnectionWithManagementAgreement,,-1845902.0,,
StockBasedCompensationCapitalizedSoftware,,0.0,,
ProceedsFromIssuanceOfConvertiblePreferredStockSeriesB,,3289000.0,,
MineralInterestsReceivedInWarrantExercise,,3229431.0,,
AdvanceRepaymentInConnectionWithManagementAgreements,,75000.0,,
ConversionOfAccountsPayableToCommonStock,,0.0,,
ProceedsFromIssuanceOfConvertiblePreferredStockSeriesC,,0.0,,
NonCashLoanSettlement,,0.0,,
IssuanceOfCommonSharesInRecognitionOfCertainMilestoneAchievements,,0.0,,
CommonStockSoldForCashAmount,,-991500.0,,
IncreaseDecreaseInLimitedPartnershipContributionsPayable,,459250.0,380250.0,0.0
CommonStockIssuedForMineralInterests,,579754.0,,
StockIssuedDuringPeriodValueAcquisitions1,,30000.0,,
PaymentsOnEquipmentNote,,-8005.0,,
NonCashEffectOfStockOptionsExercised,,0.0,,
ReclassificationOfDeferredFinancingCostsToadditionalPaidinCapital,,0.0,,
DebtSettledByPreferredSeriesDStockIssued,,0.0,,
