,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
ProductWarrantyAccrual,,,,,,,,,146868.0,120963.0,,,84948.0,73191.0,84948.0,184778.0,91151.0,76981.0,71961.0,100570.0,69159.0,74007.0,77199.0,,65820.0,73117.0,73117.0,,61356.0,59765.0,58626.0,,54920.0,54365.0,6625000.0,,63130.0,63130.0,,52035.0,52035.0,,63130.0
AccruedInterestConvertiblePromissoryNotes,,,,,,,,,,,,,,,,231.0,,0.0,938.0,938.0,,127427.0,75004.0,75004.0,,75004.0,60022.0,,60022.0,137936.0,134107.0,137936.0,210202.0,265992.0,210202.0,397605.0,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,20270434.0,,0.0,0.0,0.0,3602.0,13365560.0,,16362855.0,896099.0,,896099.0,,242704000.0,0.0,0.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,122416.0,119382.0,119382.0,109449.0,109449.0,,,,795.0,6696.0,,6439.0,6420.0,6420.0,6420.0,6429.0,6429.0,6429.0,6429.0,,,,23123.0,,,
DerivativeFinancialInstruments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,224637.0,,,,,,,,,
DeferredRevenueLeasesNetNoncurrent,,,,,,,,,,,,,,,,,,,30110.0,,0.0,0.0,47912.0,,41728.0,47760.0,47760.0,,47760.0,28284.0,35379.0,,35379.0,19366.0,17611.0,,9071.0,6596.0,,4031.0,0.0,,4031.0
UnrecognizedTaxBenefits,,,,,,,,,98575.0,98575.0,,,98575.0,,2568000.0,,1460000.0,98575.0,12059000.0,,98575.0,25631.0,12059000.0,,25631.0,10563.0,2910000.0,,1150000.0,10563.0,10563.0,,9763.0,9763.0,542000.0,,2322000.0,0.0,,9763.0,9763.0,,9763.0
OtherLiabilities,,,,,,,,,,,,,278155.0,482445.0,,233871.0,311785.0,280229.0,310061.0,285453.0,310061.0,22136.0,60729.0,62298.0,434026.0,83798.0,21927.0,660868.0,37052.0,37036.0,51921.0,179278.0,179278.0,122997.0,66277.0,66277.0,,,,,,,
OtherLongTermDebtCurrent,,,,,,,,,,,,,,,,,,,,,24525004.0,,24437131.0,24437131.0,24437131.0,,177631.0,179023.0,198320.0,,197645.0,142400.0,142400.0,142400.0,,142400.0,143995.0,,,,,,
CustomerAdvancesCurrent,,,,,,,,,150745.0,,,510415.0,30549985.0,19269063.0,,3754442.0,,,1395000.0,3754442.0,,715600.0,245308.0,2603964.0,1423031.0,770454.0,2243773.0,682910.0,645622.0,451962.0,620814.0,117126.0,451962.0,471880.0,1668049.0,471880.0,,,,,,,
ShareSubscriptionReceivable,,,,,,,,,,,,,,,,,,,,375000.0,375000.0,375000.0,375000.0,375000.0,375000.0,375000.0,375000.0,375000.0,,,,,,375000.0,,,,,,,,,
DueToOtherRelatedPartiesClassifiedCurrent,,,,,,,,,772553.0,2235734.0,,,841251.0,150000.0,,841251.0,4881198.0,841251.0,841251.0,841251.0,0.0,0.0,,,,3080147.0,1056568.0,1056568.0,,2089218.0,3080147.0,5308384.0,2333015.0,2537141.0,2865851.0,4382234.0,16742.0,,,,,,
ShortTermBankLoansAndNotesPayable,,,,,,,,,,,,,36018450.0,75724019.0,11018000.0,50813046.0,28725143.0,66888008.0,10883000.0,43766500.0,151404677.0,29400694.0,58948332.0,14084.0,126600.0,0.0,14639500.0,17056050.0,36310826.0,6176529.0,21598950.0,0.0,1474796.0,1439947.0,0.0,1498936.0,5047110.0,,23773780.0,,9544000.0,0.0,0.0
LongTermLoansFromBank,,,,,,,,,,,,,15597831.0,4250000.0,23656458.0,74175.0,18883720.0,14382306.0,0.0,4500000.0,8079831.0,8079831.0,4500000.0,2707587.0,717050.0,2707587.0,,326591.0,0.0,0.0,0.0,18258528.0,18258528.0,18258528.0,,19006505.0,18681383.0,,,,,,
DeficitAccumulatedDuringTheExplorationStage,,,,,,,,,,,,,,,,,,,,,,,,,,10765663.0,11915096.0,12219062.0,,11915096.0,12606309.0,12440597.0,12440597.0,13241763.0,13435105.0,13241763.0,13891818.0,13891818.0,,,,,
AmountDueToDirector,,,,,,,,,,,,,,,,,,,,,,,,,,417770.0,417770.0,419093.0,,417770.0,415084.0,414876.0,417770.0,500247.0,511272.0,2303028.0,,,,,,,
AdvancePaymentOnAccountOfGrant,,,,,,,,,,,,,,,,,,,,,,0.0,84911.0,551988.0,84911.0,0.0,85000.0,307.0,307.0,307.0,307000.0,2205000.0,243000.0,1978000.0,243000.0,1719000.0,2619000.0,1724000.0,1510000.0,1204000.0,1724000.0,,
OtherLongTermDebtNoncurrent,,,,,,,,,,,,,27104.0,11731738.0,19058981.0,21875756.0,21875756.0,,22946463.0,23692220.0,22946463.0,,22946463.0,252.0,7238974.0,,508.0,7014114.0,3663000.0,,4731185.0,4558016.0,4556861.0,4643847.0,,4556861.0,4355894.0,,228436000.0,227023000.0,227023000.0,242204000.0,242204000.0
TaxesPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900704.0,7061140.0,6614604.0,6739542.0,,6900704.0,7537273.0,,,,,,
StockCompensationReserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82500.0,165000.0,247500.0,,82500.0,997500.0,,330000.0,665000.0,750000.0,1000000.0,1000000.0
ConvertibleBonds,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1888.0,1888.0,1875.0,1888000.0,108000.0,0.0,1818000.0,0.0,,,,,,,,
InvestmentsInAssociateNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.0,12000.0,12000.0,12000.0,0.0,,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,326591.0,,682.0,,,37412000.0,,38387000.0,3264000.0,0.0
DonatedShares,,,,,,,,,,,,,14101689.0,14101689.0,14101689.0,14101689.0,14101689.0,,14101689.0,14101689.0,14101689.0,,14101689.0,14101689.0,14101689.0,,14101689.0,14101689.0,14101689.0,,14101689.0,14101689.0,14101689.0,14101689.0,,14101689.0,14101689.0,,,,,,
StatutoryReserve,,,,,,,,,,,,,,,,,,,,,,38679.0,38679.0,38679.0,,38679.0,38679.0,38679.0,38679.0,38679.0,38679.0,38679.0,38679.0,38679.0,38679.0,38679.0,,,,,,,
LoansPayable,,,,,,,,,,,,,,,,,,0.0,0.0,88235.0,,,,,6010000.0,2796619.0,0.0,2540.0,2514.0,2424.0,2540000.0,3291000.0,3284000.0,3291000.0,,,0.0,2000000.0,,3000000.0,4000000.0,,
StockholdersEquityBeforeTreasuryStock,,,,,,,,,,,,,139340450.0,139340450.0,51698292.0,29590604.0,48748918.0,,-39205555.0,-52394498.0,-15455305.0,,-269013.0,18189110.0,-269013.0,,23490098.0,22052950.0,19181600.0,,19156606.0,16744179.0,21357151.0,17589711.0,,6262336.0,6262336.0,,,,,,
DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4329000.0,3327000.0,,3327.0,2186.0,1862000.0,1862000.0,2027000.0,2608000.0,690000.0,690000.0,2979000.0,690000.0,1578000.0,2082000.0,1702000.0,,
RedeemableNoncontrollingInterestEquityCommonCarryingAmount,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,107672000.0,107672000.0,107672000.0,107672000.0,107672000.0,107672000.0,,107672000.0,107672000.0,107672000.0
UnamortizedDiscountsAndPremiums,,,,,,,,,,,,0.0,20496.0,,,25194.0,31533.0,25195.0,,9577.0,0.0,21890.0,,21980.0,,,,,,,,,,,,,,,,,,,
LoanPayable,,,,,,,,,,0.0,,44685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InventoryValuationReserves,,,,,,,,,,,,102453.0,108809.0,4978000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeniorSecuredConvertibleDebenturesUnamortizedDiscountCurrent,,,,,,,,,,,,21566.0,1827.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,,,674901.0,678013.0,,678137.0,678136.0,678513.0,,,,,,0.0,0.0,52320.0,,,,,,,,,,,,,,,,,,,,,
SeniorSecuredConvertibleDebenturesUnamortizedDiscountNoncurrent,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,1052135.0,26803826.0,89857.0,57613.0,1720653.0,925039.0,38099.0,6595000.0,1636.0,2325129.0,1636.0,1636.0,2404734.0,13000731.0,1264017.0,16172009.0,219605.0,16172009.0,14240615.0,12957377.0,44735000.0,,,,,84778000.0,63131000.0,74181000.0,,68823000.0,75446000.0,75446000.0
Debtinstrumentunamortizeddiscountnotespayablenoncurrent,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConvertibleDebenturesUnamortizedDiscount,,,,,,,,,,,,461225.0,422607.0,,,325136.0,218603.0,160313.0,,325136.0,,,,,1958.0,,,0.0,145678.0,450705.0,,,,,,,,,,,,,
DueFromJointVenturesCurrent,,,,,,,,,,,,202997.0,130146.0,65690.0,131718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccruedPetroleumRevenues,,,,,,,,,105324.0,,,105324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MachineryAndEquipmentGross,,,,,,,,,12438.0,422995.0,,11733.0,55007.0,55007.0,,55007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsNoncurrent,,,,,,,,,,,,614538.0,507863.0,816016.0,,1024136.0,621305.0,485901.0,,,,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableOtherCurrent,,,,,,,,,,,,79866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TemporaryEquityLiquidationPreference,,,,,,,,,1045000.0,1045000.0,,1045000.0,1045000.0,1045000.0,,,,,,,,,,,,,3500000.0,,,,,,,,,,,,,,,,
PrepaidExpenseOtherNoncurrent,,,,,,,,,,,,3580001.0,2345877.0,3440000.0,,3440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
FurnitureAndFixturesGross,,,,,,,,,8244.0,8314.0,,8244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoansPayableToBankCurrent,,,,,,,,,,,,0.0,0.0,40013.0,,,31178.0,,,7706.0,0.0,0.0,0.0,5552.0,5863.0,918.0,,463.0,4081.0,,,,,,,,4368211.0,,,,0.0,300000.0,300000.0
OilAndGasPropertySuccessfulEffortMethodNet,,,,,,,,,76860.0,76860.0,,76860.0,307571.0,183549.0,,346291.0,346291.0,1035055.0,,344837.0,1206201.0,1206201.0,1206201.0,2398634.0,,,,,,,,,,,,,,,,,,,
LaboratoryEquipment,,,,,,,,,54496.0,51532.0,,118625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RestrictedCashAndInvestments,,,,,,,,,2000.0,,,32676.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicles,,,,,,,,,66544.0,66544.0,,33302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesRelatedParties,,,,,,,,,,,,0.0,280446.0,172695.0,,554633.0,554633.0,439987.0,,554633.0,491178.0,491178.0,,348731.0,348731.0,220832.0,,324865.0,483602.0,679697.0,,,,,,324865.0,,,,,,,
ReclamationBonds,,,,,,,,,,,,2839559.0,2898359.0,2839559.0,,,,,,,,,,,,,,,,,,,,,,515748.0,,,515748.0,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,3640.0,3640.0,,3640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeferredRevenue,,,,,,,,,,0.0,,117850.0,117850.0,118031.0,,787000.0,119256.0,119256.0,,119545.0,122750.0,,,,,,,,,,,,,,,,,,52525.0,38776.0,13320.0,,
SeniorNotesCurrent,,,,,,,,,,,,0.0,178434.0,178434.0,,200000.0,200000.0,200000.0,,200000.0,200000.0,200000.0,,200000.0,200000.0,200000.0,,200000.0,200000.0,200000.0,,,,,,200000.0,,,,,,,
DeferredCompensationLiabilityCurrent,,,,,,,,,131827.0,131827.0,,131827.0,108712.0,116827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeaseIncentivePayableCurrent,,,,,,,,,,,,24491.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorkersCompensationLiabilityCurrent,,,,,,,,,,,,1055980.0,1095131.0,1055980.0,,1055980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NotesPayableToBankCurrent,,,,,,,,,0.0,0.0,,86822.0,0.0,40000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssetRetirementObligation,,,,,,,,,279966.0,,,0.0,,,,,,,,1263312.0,,,,,,,,,,,,,,,,,,,,,,,
FiniteLivedPatentsGross,,,,,,,,,4675.0,4675.0,,4675.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SeniorLongTermNotes,,,,,,,,,,,,177868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeferredOfferingCosts,,,,,,,,,,0.0,,281278.0,,204521.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeaseIncentivePayableNoncurrent,,,,,,,,,,,,24491.0,,,,,,,,,,,,,,,,22234.0,,,,0.0,,,,,,,,,,,
ValueAddedTaxPayable,,,,,,,,,,,,11434702.0,3339240.0,11238597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReserveForSlowMovingInventory,,,,,,,,,,,,,72487.0,0.0,,0.0,0.0,56248.0,56248.0,352734.0,350231.0,352734.0,315584.0,316686.0,316856.0,304677.0,485901.0,489057.0,474683.0,485901.0,485901.0,,,,,,,,,,,,
RestrictedInvestmentsCurrent,,,,,,,,,,,,,,,,,,,,,,,25094.0,61171.0,129217.0,,61263.0,61263.0,61401.0,,61447.0,,,,,,,,,,,,
Discount,,,,,,,,,,,,,,,,,,,,,175360.0,6705.0,0.0,250971.0,189520.0,189520.0,,,,,,,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,,,,,,,,16381452.0,16441060.0,16381452.0,16381452.0,16381452.0,17505577.0,17332325.0,18306468.0,18382583.0,18562908.0,18382583.0,19537397.0,,18382583.0,19540800.0,19540800.0,,19540800.0,,,,,,,,,,,,
DiscountNoncurrent,,,,,,,,,,,,,,,,,,,,,,0.0,20622.0,0.0,0.0,,,,,,,,,,,,,,,,,,
AdvancesOnEquipmentPurchasesNetOfAllowance,,,,,,,,,,,,,,,,,,,,,,,,,3578891.0,3723184.0,3578891.0,3578891.0,0.0,,,,,,,,,,,,,,
SecurityDeposit,,,,,,,,,,,,,,13202220.0,0.0,0.0,24397967.0,24397967.0,24397967.0,24397967.0,,,,,9421.0,9421.0,8817.0,9421.0,,375595.0,,,,,,,,,,,,,
AuctionMarketPreferredSecuritiesStockSeriesLiquidationValue,,,,,,,,,,,,,3164280.0,4138960.0,4138960.0,3164280.0,3164280.0,3164280.0,3164280.0,2177728.0,3081848.0,3081848.0,2177728.0,2177728.0,2079728.0,2079728.0,,,,,,,,,,,,,,,,,
AccountsAndNotesReceivableNet,,,,,,,,,,,,,39097648.0,35695488.0,33203457.0,35237190.0,32771597.0,0.0,42710653.0,8638.0,42710653.0,40570341.0,42710653.0,40385615.0,43968476.0,,,,,,,,,,,,,,,,,,
PreferredStockLiquidationPreference,,,,,,,,,,,,,,10.0,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,
Supplies,,,,,,,,,,,,,,,,,,,,,,,,787000.0,2499000.0,5173680.0,787000.0,3897000.0,4493000.0,6946351.0,7490564.0,6141839.0,4594299.0,,,,,,,,,,
EscrowDeposit,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,300000.0,150000.0,0.0,,,,,,,,,,,,,,,,,
DeferredCostsCurrent,,,,,,,2000.0,,,,,,3573300.0,10916.0,0.0,75500.0,93730.0,55999.0,0.0,55999.0,55999.0,55999.0,41999.0,27999.0,13999.0,41999.0,,0.0,,,,,,,,,103292.0,0.0,188322.0,122777.0,55862.0,,122777.0
TreasuryStockNumberOfSharesHeld,,,,,,,,,,,,,,,,,,,,,,,,1033333.0,1033333.0,1033333.0,1033333.0,1033333.0,1033333.0,1033333.0,1033333.0,1033333.0,,,,,,,,,,,
ConvertibleNotesPayableNetOfUnamortizedDiscount,,,,,,,,,,,,,,,,,,,,,,93637.0,,160748.0,160748.0,210464.0,,,,,,,,,,,,,,,,,
AccountsPayableOfConsolidatedVariableInterestEntitiesViesWithoutResourceToTheCompany,,,,,,,,,,,,,,,,,,,,,,,8598.0,10487.0,18180.0,,,,,,,,,,,,,,,,,,
InvestmentInAssociatePetromanas,,,,,,,,,,,,,,,,,,,,,7478799.0,1577276.0,7478799.0,19770.0,206382.0,0.0,,,,,,,,,,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,,,,,,,,,482934.0,546831.0,528528.0,663000.0,640774.0,528528.0,738903.0,738903.0,604666.0,647337.0,690662.0,700606.0,742778.0,690662.0,,,,,,,,,,,,,,,,,
PrepaidInventory,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101600.0,,14829.0,22715.0,0.0,,,,,,,,,,,,,
TradeReceivablesHeldForSaleAmount,,,,,,,,,,,,,,,,,,,47949.0,69362.0,71530.0,71530.0,,36921.0,589330.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,
AssetsHeldForSaleCurrent,,,,,,,,,,,,,17923000.0,0.0,0.0,,0.0,,,,,1400000.0,1400000.0,0.0,0.0,,,,,,,,,,,,,,,,,,
RestrictedRetainedEarnings,,,,,,,,,,,,,1940832.0,1940832.0,,2831005.0,2831005.0,2831005.0,3807551.0,2831005.0,3807551.0,3807551.0,3807551.0,4172324.0,4172324.0,4172324.0,4172324.0,4172324.0,4172324.0,4172324.0,4219808.0,,,,,,,,,,,,
DeferredRevenueOfViesWithoutResourceToTheCompany,,,,,,,,,,,,,,,,,,,,,,,13431.0,129873.0,13431.0,,,,,,,,,,,,,,,,,,
ReceivableFromAFormerSubsidiary,,,,,,,,,,,,,,,,,,,,,438809.0,,7261089.0,161277.0,0.0,,686514.0,0.0,686514.0,,686514.0,,,,,,,,,,,,
RelatedParties,,,,,,,,,,,,,,,,,,,408200.0,401839.0,412592.0,404828.0,,394353.0,0.0,389985.0,,389985.0,36384.0,0.0,,0.0,,,,,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,,,,,,,,1931723.0,1931723.0,1931723.0,41263.0,171353.0,891960.0,101802.0,1066680.0,725240.0,725240.0,321509.0,1066680.0,,422361.0,315859.0,490219.0,,5994.0,,,,,,,,,,,,
GrantsReceivableCurrent,,,,,,,,,,,,,,10653382.0,0.0,42884200.0,42884200.0,7561599.0,0.0,,,,0.0,810516.0,810516.0,1223434.0,,,,,,,,,,,183000.0,441000.0,441000.0,233000.0,441000.0,,
AccruedExpensesAndOtherLiabilitiesOfViesWithoutResourceToTheCompany,,,,,,,,,,,,,,,,,,,,,,,573620.0,573620.0,573620.0,,,,,,,,,,,,,,,,,,
DeferredCostsCurrentAndNoncurrent,,,,,,,,,,,,,,,3877.0,,,,,,0.0,0.0,,15883.0,28867.0,41289.0,,,,,,,,,,,,,,,,,
MarketableSecuritiesRestrictedNoncurrent,,,,,,,,,,,,,0.0,580000.0,160000.0,400000.0,140000.0,136400.0,50000.0,65600.0,140000.0,73600.0,73600.0,0.0,0.0,,,,,,,,,,,,,,,,,,
AccruedLicenseFees,,,,,,,,,,,,,,,,,,,,,,,348007.0,607571.0,348007.0,348007.0,348007.0,1336040.0,1518112.0,,,,,,,,,,,,,,
MarketableSecurities,,,,,,,,,,,,,,,,,,0.0,380000.0,,920000.0,353531.0,0.0,,500000.0,243613.0,164800.0,,216648.0,0.0,216648.0,,0.0,,,,,,,,,,
SalesAndExciseTaxPayableCurrent,,,,,,,,,,,,,,,,,-3018636.0,-3731189.0,-3056867.0,-3056867.0,-3056867.0,-3056867.0,-867869.0,-867869.0,-865139.0,,,,,,,,,,,,0.0,,35169.0,35169.0,23529.0,68695.0,35187.0
LicensedContentCurrent,,,,,,,,,,,,,,,,,,,428322.0,428322.0,725450.0,1000928.0,1041609.0,1180509.0,722893.0,1041609.0,556591.0,298711.0,711683.0,,,,,,,,,,,,,,
UnprovedOilAndGasPropertySuccessfulEffortMethod,,,,,,,,,,,,,93806.0,0.0,0.0,772855.0,772855.0,772855.0,772855.0,772855.0,742361.0,772855.0,687645.0,1006253.0,1008638.0,687645.0,,,,,,,,,,,,,,,,,
OtherPrepaidExpenseCurrent,,,,,,,,,,,,,,,,,,0.0,18273.0,330013.0,2258577.0,53326.0,196474.0,56557.0,196474.0,196474.0,362421.0,202285.0,362421.0,,,,,,,,,,,,,,
InventoryRealEstate,,,,,,,,,,,,,,,,,6078000.0,6078000.0,6078000.0,6328000.0,6328000.0,6078000.0,6078000.0,6508000.0,6508000.0,6508000.0,,,,,,,,,,,,,,,,,
DueFromEmployeesCurrent,,,,,,,,,,,,,79857.0,57624.0,,47467.0,40936.0,41217.0,40936.0,34272.0,34272.0,34272.0,34475.0,34475.0,750.0,41128.0,34475.0,34434.0,34434.0,34434.0,34434.0,,,,,,,,,,,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,,,537075.0,537075.0,634953.0,600596.0,600596.0,699168.0,699168.0,699168.0,699168.0,699168.0,833560.0,883775.0,833560.0,833560.0,1012193.0,950594.0,,,,,,,,,,,,,,
AdvancesToSuppliers,,,,,,,,,,,,,,,,,,,,,8867074.0,8867074.0,6901505.0,7112895.0,6901505.0,457782.0,6901505.0,348761.0,71794.0,71794.0,38250818.0,,,,,,,,,,,,
PrepaidPensionCosts,,,,,,,,,,,,,,677.0,0.0,1925.0,2803.0,1296.0,3630.0,1296.0,3630.0,3630.0,3630.0,6377.0,6398.0,6398.0,,,,,,,,,,,,,,,,,
PrepaymentForMedicalMarijuanaAssets,,,,,,,,,,,,,,,,,,,0.0,4107628.0,0.0,0.0,774271.0,390272.0,774271.0,774271.0,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesNoncurrent,,,,,,,,,,,,,494732.0,68333.0,494732.0,323286.0,323286.0,323286.0,323286.0,,,,,0.0,0.0,44832.0,,,,,,,,,,,,0.0,1007000.0,1007000.0,1007000.0,,
FiniteLivedIntangibleAssetsNet,,,,,,,,,68347000.0,,,,,6520671.0,52885000.0,1521000.0,77257000.0,0.0,5263000.0,231214.0,68514000.0,138305.0,4810000.0,128666.0,119729.0,47124000.0,16282000.0,47124000.0,48556000.0,27416.0,,,,,,,,,,,,,
NoninterestBearingDepositLiabilities,,,,,,,,,,,,,,,,,,,,,,5719727.0,5159220.0,5719727.0,5719727.0,,,,,,,,,,,,,,,,,,
SecurityOwnedAndSoldNotYetPurchasedFairValueSecuritySoldNotYetPurchased,,,,,,,,,,,,,,,,,,,,,0.0,398985.0,398985.0,288863.0,398985.0,222482.0,522714.0,222482.0,,,,,,,,,,,,,,,
LandUseRight,,,,,,,,,,,,,,,0.0,11881643.0,11980946.0,11974476.0,11881160.0,11988879.0,11761519.0,11988879.0,11650850.0,11634494.0,11624648.0,,,,,,,,,,,,,,,,,,
CommonStockPayable,,,,,,,,,,,,,,,,,15000.0,15000.0,,15000.0,15000.0,15000.0,,15000.0,15000.0,15000.0,,15000.0,15000.0,15000.0,,,,,,15000.0,,,,,,,
AdvancePaymentsForEquipment,,,,,,,,,,,,,,788971.0,763427.0,343253.0,311940.0,426536.0,,226506.0,226506.0,226506.0,,727764.0,540616.0,495360.0,,575944.0,,,,,,,,,,,,,,,
ForwardGoldSaleLiability,,,,,,,,,,,,,,,,,,,,,,,,128777.0,128777.0,,,,,,,,,,,,,,,,,,
LicensedContentNonCurrent,,,,,,,,,,,,,,,,,,,162646.0,162646.0,79868.0,162646.0,162646.0,30567.0,35648.0,35648.0,35648.0,17732899.0,21085.0,,,,,,,,,,,,,,
DeferredGainOnSaleOfProperty,,,,,,,,,,,,,,308000.0,308000.0,,308000.0,,,0.0,667264.0,0.0,300000.0,300000.0,300000.0,300000.0,,,,,,,,,,,,,,,,,
ClosingFeePayable,,,,,,,,,,,,,,,,,,,,,,,250000.0,250000.0,250000.0,,,,,,,,,,,,,,,,,,
PreferredStockLiquidationPreferenceValue,,,,,,,,,,,,,,91026550.0,,,,,592.0,579000.0,579000.0,575000.0,575.0,575000.0,1072000.0,1351000.0,12889250.0,,,,,,,,,,,,,,,,
PreferredStockIncludingAdditionalPaidInCapital,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
DividendsPayableCurrent,,,,,,,,,,,,,529851.0,546831.0,3274072.0,583920.0,528528.0,699129.0,528528.0,563093.0,604666.0,0.0,690662.0,0.0,690662.0,786063.0,,,,,,,,,,,,,,,,,
LandUseRightsNet,,,,,,,,,,,,,14502908.0,14383669.0,,14329219.0,6961855.0,5296668.0,14453191.0,16168475.0,15833084.0,15740126.0,13222442.0,17537868.0,15516697.0,14826253.0,12935121.0,17537868.0,12471618.0,12342904.0,11775720.0,,,,,,,,,,,,
CommonStocksIncludingAdditionalPaidInCapital,,,,,,,,,,,,,,,,,50039931.0,50081159.0,52110387.0,52110387.0,54359443.0,52110387.0,52110387.0,57630654.0,57211235.0,57211235.0,57211235.0,61467250.0,61476228.0,61587285.0,,,,,0.0,,,286000.0,,,,,
ConstructionInProgress,,,,,,,,,,,,,10007601.0,12214227.0,,0.0,53657.0,0.0,0.0,16356.0,16356.0,55491.0,16356.0,58510051.0,58510051.0,58510051.0,54368753.0,54750430.0,54448198.0,57094373.0,17195784.0,,,,,,,,,,,,
ShareSubscriptionsReceivable,,,,,,,,,,,,,,,,,,,,,,,,0.0,45780.0,45780.0,,,,,,,,,,,,,,,,,
ContributedSurplusUnits,,,,,,,,,,,,,,,,,0.0,1571000.0,0.0,1740000.0,2584000.0,2584000.0,2008000.0,2008000.0,1400000.0,1318000.0,1164000.0,1164000.0,1216000.0,1164000.0,,,,,,,,,,,,,
AccountsAndNotesPayable,,,,,,,,,,,,,32274776.0,18750719.0,45246615.0,48027534.0,36828587.0,45246615.0,32820222.0,32820222.0,32820222.0,40408235.0,41954268.0,41954268.0,50689405.0,,,,,,,,,,,,,,,,,,
DueFromOtherRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,40606162.0,40606162.0,40606162.0,10484816.0,,,,,,,,,,,,
DepositLiabilityCurrent,,,,,,,,,,,,,,0.0,,,,,,25000.0,689135.0,689135.0,13032000.0,1598605.0,2242472.0,783066.0,,332056.0,,,,,,,,,,,,,,,
DebtCurrent,,,,,,,,,298508.0,,,,,,,,,,,,,,,1693000.0,868000.0,,3437000.0,1243000.0,1000.0,,,,,,,,,,,,,,
