,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
AdjustmentsForDecreaseIncreaseInCommodityTaxesRecoverable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6425000.0,,
PaymentsForInterestOnConvertibleNotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687000.0,,
IncreaseDecreaseInContractWithCustomerLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470000.0,2198000.0,705000.0,,
AdjustmentsForDecreaseIncreaseInPrepaidExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4003000.0,,
ProceedsFromIssueOfBondsNotesAndDebentures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10000.0,,,,-18000.0,,115000000.0,-10000.0,
AdjustmentsForDecreaseIncreaseInBiologicalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6342000.0,,
AdjustmentsForIncreaseDecreaseInTradeAndOtherPayables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1581000.0,724000.0,,-585000.0,,-2832043.0
RepaymentsOfNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12726000.0,27500.0,,388000.0,,79421.0
AdjustmentsForDecreaseIncreaseInInterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72000.0,,
AdjustmentsForExciseTaxesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3494000.0,,
ProceedsFromStockOptionsWarrantsAndUnitsExercised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6673000.0,,
PaymentForContingentConsiderationLiabilityFinancingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4399000.0,4399000.0,,1100000.0
CashReceivedFromWaterbergPartners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940000.0,,3522000.0,1940000.0,2367000.0
AdjustmentsForIncreaseDecreaseInDeferredRentLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946000.0,,
ProceedsFromIssueOfOrdinaryShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-100000.0,,,57558000.0,132000.0,
PurchaseOfInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12447.0,,174200000.0,,
RepaymentsOfOperatingLeaseLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.0,1858.0,1864.0,1107.0,1858.0
InvestmentInLionBattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554000.0,,
PurchaseOfInterestsInAssociates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,275805.0,,12758000.0,,
ProceedsFromAdvanceOfMortgagePayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258273.0,1272993.0,3686.0,
DividendsReceivedFromAssociatesClassifiedAsInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314433.0,374000.0,,311293.0
CashReceivedFromSaleOfMarketableSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7951000.0,,7951000.0
ProceedsFromTermLoanNetOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32778000.0,,
ProceedsFromPaymentsForPerformanceBonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000.0,19000.0,-52000.0
ProceedsFromRepaymentsOfRedeemableNonControllingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,14058000.0,,,14007000.0,,
PurchaseOfFinancialInstrumentsClassifiedAsInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359000.0,,,,-53000.0,,142874000.0,,
CashFlowsFromUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97965000.0,,
CashFlowsFromUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32000.0,,
OtherCashPaymentsToAcquireInterestsInJointVenturesClassifiedAsInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-165000000.0,,,13427000.0,,
ProceedsFromCashAcquiredOnBusinessAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49366000.0,,
PaymentsToAcquireConvertibleDebentures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,,
IncreaseDecreaseInCashAndCashEquivalentsDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-102000.0,,
PurchaseOfPropertyPlantAndEquipmentIncludedInAccountsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183000.0,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0,,
EmployeeBenefitsAndShareBasedCompensationNoncash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17308.0,17308.0
LandOptionExpiredNoncashAmount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58704.0
IncreaseDecreaseInAllowanceAccountForCreditLossesOfFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46447.0
AccretionOnPreferenceShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33289.0
AdjustmentsForShareBasedCompensationExpensedAsResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0
SharesIssuedForExplorationCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11489.0,11489.0
GainLossOnSaleOfEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66403.0,584004.0
AdjustmentsForDepletionOnStreamInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415942.0,,,2415942.0
AdjustmentsForAmortizationOfContractAsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12111.0,,,,12111.0
GainsLossesOnDisposalsOfInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126000000.0
RevenueFromContractLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252609.0
GainLossOnDispositionOfLicense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351134.0,351134.0
GainLossOnDomainNameSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146700.0
AdjustmentsForChangeInFairValueOfWarrantLiabilityClassifiedWithinInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0
IncomeLossFromEquityAccountedMethodInvestmentsIncludingDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-338000.0,-29542000.0
RoyaltyIncomeNonoperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0
GainLossOnDebtSettlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107395.0
AdjustmentsForAmortizationOfDeferredFinancingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247975.0
AdjustmentsForIncreaseDecreaseInEmployeeBenefitLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084471.0,,,1084471.0
NonCashProfessionalFeesOnConversionOfDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6010.0,2775.0
AdjustmentsForLossOnExtinguishmentOfUnsecuredNotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000.0
NetForeignExchangeGain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87033.0,,,,,439209.0
NetForeignExchangeLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000.0,842000.0
DirectorsFeesPaidInDeferredShareUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97000.0
SubsidiarysExpensesToDateOfDeconsolidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162000.0
AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-524100000.0,,,,,4139522.0
AdjustmentsOfItemsNotAffectingCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495521.0,,,1527957.0
AdjustmentsForGainsLossesOnChangeInFairValueOfWarrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24000.0
AdjustmentsForContractAsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-252609.0,,,,-252609.0
ProceedsFromSaleOfRoyaltyGrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0
AdjustmentsForShareBasedPaymentsTransactionCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577527.0,,,,1577527.0
IncreaseDecreasePrepaidExpensesAndOther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79228.0
AdjustmentsForDecreaseIncreaseInGoodsAndServicesTaxReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266.0
AdjustmentsForContractLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2404972.0,,,,-2404972.0
AdjustmentsForDecreaseIncreaseInPrepaidsAndDeposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37733.0
GainLossOnDeconsolidationOfCps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7148000.0
ProceedsFromSaleOfSalvarxAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192000.0
AdjustmentsForLeaseAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256354.0,,,,256354.0
AdjustmentsForDecreaseIncreaseInPromissoryNoteReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15404.0
IncreaseDecreaseInOperatingLeaseDeposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10048.0
ProceedsFromSalesOfInvestmentProperty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7289000.0
GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-194792.0
CashFlowsUsedForAcquisitionsOfRoyaltyAndStreamInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13458638.0,,,13458638.0
AdjustmentsForDecreaseIncreaseInFinanceLeaseReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-324903.0
GainOnDisposalOfFihrst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9743000.0
FinanceCostsPaidClassifiedAsOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21366.0
GainLossOnDisposalOfDni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9175000.0,-1010000.0
PurchaseOfInvestmentProperty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688000.0
RecoveriesFromRoyaltyAndStreamInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105273.0,,,105273.0
AdjustmentsForIncomeTaxExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16890000.0,,,38000000.0,1668.0,,,150000.0,3714666.0
AdjustmentsForAccretionExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1900.0,,,,434331.0
PurchaseOfNotesReceivableIssuedBySalvarxLtd.PriorToAcquisitionByPortage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950000.0
PaymentsForRepurchaseOfInitialPublicOffering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502000.0,,,,320000.0,320000.0
AdjustmentsForIncreaseDecreaseInDerivativeFinancialLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-369913.0,,,,358576.0
PaymentsForTransactionCostsOfDebtModification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69000.0
IncreaseFairValueDifferencesIncludedCostOfSales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0
SecurityDepositsForRightOfUseAssetsClassifiedAsInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0
ProceedsFromIssuanceAndRepaymentOfNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50000.0
ProceedsFromExerciseOfSharePurchaseWarrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224900.0,,,3469396.0
ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319635.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000.0
AdjustmentsForIncreaseDecreaseInPrepaidExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514367.0,,,-40375.0,-62708.0
RepaymentsOfFinanceChargesPaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436137.0
IncreaseDecreaseInOperatingLeaseRightOfUseAsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165699.0
CashAdvancesAndLoansFromRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,291368.0,,,109396.0,1630668.0
IncreaseDecreaseInOperatingLeaseLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5447.0,6409.0
FairValueOfSharesIssuedToAcquireSalvarxLtd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92583000.0
ProceedsFromLineOfCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050037.0
FairValueOfSharesIssuedToAcquireIntensityHoldingsLimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298000.0
PaymentsOfPromissoryNoteClassifiedAsFinancingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56939.0
EffectiveSettlementOfConvertibleNotesIssuedBySalvarxLtd.UponAcquisitionByPortage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963000.0
LoansToAcquisitionTargetsClassifiedAsInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6245000.0,,,,6245000.0
ProceedsFromDisposalOfNet1KoreaNetOfCashDisposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19737.0,231574.0
UnrealizedGainLOssOnInvestmentInBiohaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0
PaymentOfLiabilitiesAssumedOnAcquisitionClassifiedAsInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070907.0
TransactionCostsPaidRelatedToDisposalOfNet1Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7458000.0,0.0
PaymentOfConsiderationPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231395.0
ProceedsFromPrivatePlacementsOfConvertibleDebentures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4522292.0
ProceedsFromDisposalOfDniAsEquityAccountedInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
DepositsOnPropertyAndEquipmentClassifiedAsInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4880.0,,,,4880.0
TransactionCostsPaidRelatedToDisposalOfDniAsEquityAccountedInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
RepaymentsOfBondsNotesAndDebentures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414552.0,,,,,,,,259754.0
PaymentsForPrivatePlacementCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463411.0
ProceedsOnSharesToBeIssued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0
CashDisposalArisingFromDeconsolidationOfCps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
LoanToEquityAccountedInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711000.0,1230000.0
ProceedsFromIssuanceOfConvertibleDebenturesOnExerciseOfWarrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653632.0
PaymentsToAcquireInvestmentsInMobikwik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1056000.0
CashProceedsFromWarrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729589.0
InterestPaidClassifiedAsOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129987.0,,,,,965548.0
AcquisitionOfFifteenPercentOfCellC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
CashOutflowForLeases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10239000.0,,,3546000.0,,,,,1758391.0
FairValueAssignedToWarrantsAsNonCashTransaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863238.0
FairValueOfStockOptionsExercisedAsNonCashTransaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202668.0
FairValueOfEquityPortionOfConvertibleDebenturesAsNonCashTransaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AccretionOnPromissoryNoteReceivableAsNonCashTransaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208013.0
RightOfUseAssetAcquiredAsNonCashTransaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AssetsTransferredToFromInventoryToFromPropertyAndEquipmentAsNonCashTransaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212890.0
SubscriptionsAdvanceReallocationAmount,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,,,,,,,,,,-99481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherGeneralExpense,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoncashDepreciationAndAmortization,,,,,,,,,411.0,693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfDebtIssueCosts,,,,,,,,,,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DepreciationAmortizationAndAccretion,,,,,,,,,,163642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LossOnDisposalOfPropertyAndEquipment,,,,,,,,,,0.0,,,13764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionLossBeforeTax,,,,,,,,,28046.0,378828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecoveryOfDirectCosts,,,,,,,,,,1487423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MineralPropertyOptionPaymentsReceived,,,,,,,,,,-156017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainOnSettlementOfAgreementPayable,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCashConsultingAndOtherExpensesResultingFromShareIssuance,,,,,,,,,,7796962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestmentIncomeDividend,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCashPrepaidConsultingFeesExpensedDuringThePeriod,,,,,,,,,,716865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainLossFromChangeInFairValueOfContingentConsideration,,,,,,,,,13000.0,283000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCashFinancingExpense,,,,,,,,,,252003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UnrealizedGainOnSecurities,,,,,,,,,,4370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInRoyaltiesPayable,,,,,,,,,,312000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfDeferredShareCompensation,,,,,,,,,5918.0,5918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinorityInterestPeriodIncreaseDecrease,,,,,,,,,,-22000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PenaltyForLateDeliveryOfShares,,,,,,,,,-1266928.0,-1750148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BankingFeesAndCommissions,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashInflowFromBGIAndBGHK,,,,,,,,,,424120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseCostAndEstimatedEarningsInExcessOfBillingsOnProjectsEquity,,,,,,,,,318000.0,108000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashAdvanceToBGHKBeforeAcquisitionOnFebruary272007,,,,,,,,,,-3714286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherSupplementalCashFlowInformation,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SalePurchaseOfPropertyAndEquipment,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromPaymentsForAdvances,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DepositReceivedOnSaleOfOilAndGasProperties,,,,,,,,,0.0,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseBillingsinexcessofcostsandestimatedearnings,,,,,,,,,140000.0,43000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecoveryOfMineralPropertyCosts,,,,,,,,,,158152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForCashUtililzedInDispositionOfSubsidiaries,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireReclamationBonds,,,,,,,,,296180.0,296180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReceiptOfStockSubscriptions,,,,,,,,,,13814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromMinorityStockholdersInSubscribingSubsidiariesAllottedShares,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForOtherAccruedLiabilities,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,,,,,43489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmountOwingPursuantToMineralLicenseAcquisitionAgreementsIncludedInAccruedLiabilities,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharesIssuedForExplorationExpenses,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonSharesSubscribedForMineralLicensesAcquired,,,,,,,,,,2203000.0,,,2837500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonSharesIssuedForMineralLicensesAquired,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharesIssuedToSettleDebt2,,,,,,,,,,22500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharesGiftedToTheCompanyToSettleLiabilities,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestmentSecuritiesReceivedAndSoldByThePresidentOfTheCompanyOnBehalfOfTheCompany,,,,,,,,,,79603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PayableIssuedInConnectionWithAcquisitionOfBonnyridge,,,,,,,,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockIssuedForSettlementOfAccountsPayable,,,,,,,,,11538.0,11538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarkToMarketOfCashFlowHedges,,,,,,,,,-643436.0,-643436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SubsidiaryOrEquityMethodInvesteeCumulativeProceedsReceivedOnAllTransactions,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RefinancingOfShortTermObligationsWithCurrentMaturitiesOfLongTermDebt,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NotePayableConvertedIntoCommonShares,,,,,,,,,90000.0,110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
